physician_id,first_name,last_name,specialty,state,years_practice,med_school_tier
NPI2990992509,Jennifer,Jones,Endocrinology,CA,1,Top 20
NPI4322284139,Sarah,Jones,Neurology,NJ,35,Other
NPI4864337880,Jessica,Nguyen,Emergency Medicine,NC,1,Other
NPI2125576207,Robert,Brown,Family Medicine,MD,28,Other
NPI4445423440,Fatima,Moore,Orthopedic Surgery,MO,14,Other
NPI8710576480,Barbara,Thomas,Cardiology,MO,29,Top 20
NPI2263249012,Elena,Johnson,Family Medicine,IL,15,Other
NPI6256197556,James,Wang,Oncology,VA,2,Top 50
NPI4659734242,Linda,Clark,Cardiology,MA,37,Top 50
NPI2534830534,William,White,Psychiatry,WI,30,Other
NPI1111025480,Karen,Patel,Neurology,CA,2,Other
NPI3460089731,Richard,Miller,General Surgery,WI,2,Other
NPI1556460646,Robert,Singh,Endocrinology,GA,21,Other
NPI4390916241,Karen,Chen,Psychiatry,FL,38,Other
NPI8291888700,Kevin,Hernandez,Family Medicine,WA,23,Other
NPI7477167347,Robert,Kim,Cardiology,TN,1,Other
NPI9526453404,Linda,Rodriguez,Internal Medicine,FL,28,Top 50
NPI4843138755,Joseph,Thompson,Neurology,CA,17,Top 50
NPI7370212586,Priya,Garcia,Emergency Medicine,MO,25,Other
NPI6988075498,Robert,Martinez,Cardiology,MD,14,Other
NPI2953416728,Michael,Garcia,Rheumatology,NY,1,Top 50
NPI3732242546,Linda,Martinez,General Surgery,MD,1,Top 50
NPI5768465800,Charles,Murphy,Dermatology,MD,25,Top 50
NPI8169915870,John,Garcia,Rheumatology,WI,25,Other
NPI5156314609,Lisa,Murphy,Psychiatry,PA,13,Top 50
NPI3049673825,Richard,Wilson,Orthopedic Surgery,VA,4,Other
NPI9941191211,Barbara,Moore,Dermatology,WI,31,Top 20
NPI2040209257,Elena,Jackson,Internal Medicine,MD,6,Top 20
NPI9603000166,Carlos,Brown,Pulmonology,WA,8,Top 50
NPI8281416595,Carlos,Garcia,Cardiology,NY,18,Other
NPI8550041672,Raj,Martinez,Dermatology,TX,28,Top 50
NPI8154258247,Linda,Johnson,Cardiology,IL,39,Other
NPI2873538471,Elena,Nguyen,Internal Medicine,TX,25,Other
NPI6693241395,Jennifer,Martin,Cardiology,NY,38,Other
NPI7810748311,Barbara,Singh,Oncology,TX,26,Top 50
NPI7711172128,Thomas,Singh,Family Medicine,TN,34,Other
NPI3444088334,Ahmed,Anderson,Internal Medicine,VA,7,Top 50
NPI2630074489,Karen,Wang,Oncology,NJ,3,Other
NPI3953106854,Thomas,Johnson,Family Medicine,IN,27,Other
NPI5318600322,Susan,Thomas,General Surgery,NC,39,Other
NPI6164026722,Karen,White,Gastroenterology,NC,29,Other
NPI8532553260,Joseph,Hernandez,Neurology,PA,14,Other
NPI7921308048,Joseph,Nguyen,Internal Medicine,NC,20,Other
NPI7085354730,Karen,Singh,Family Medicine,NY,5,Top 50
NPI3371403636,Charles,Thomas,Pulmonology,VA,14,Other
NPI5309924489,Barbara,Wilson,Internal Medicine,WI,27,Top 50
NPI4018922866,Robert,Lee,Family Medicine,NJ,7,Top 50
NPI3114353615,William,Murphy,Pulmonology,IL,19,Other
NPI1092208243,Richard,Clark,Emergency Medicine,AZ,12,Other
NPI4055157734,Robert,Wang,Family Medicine,IN,20,Other
NPI3305046409,Jennifer,Davis,Neurology,MI,30,Other
NPI6147120942,Kevin,Miller,Oncology,IL,35,Other
NPI1560715932,William,Lee,General Surgery,MA,16,Other
NPI3434676370,Ahmed,Thomas,Cardiology,NY,33,Other
NPI1402925409,Patricia,Thompson,Internal Medicine,WI,28,Other
NPI6772761139,Michelle,O'Brien,Psychiatry,OH,36,Top 50
NPI6113706026,Michael,Martin,Internal Medicine,GA,29,Other
NPI4037320207,Susan,Anderson,Neurology,MA,22,Other
NPI2326011403,Fatima,Murphy,Family Medicine,CA,27,Other
NPI9621278493,Michael,Hernandez,Gastroenterology,PA,13,Top 20
NPI6259532025,Thomas,Thompson,Dermatology,FL,27,Top 50
NPI7112020298,Fatima,Jones,Endocrinology,GA,28,Top 50
NPI5782138778,James,Jackson,General Surgery,VA,24,Top 50
NPI8258799228,James,Thomas,Family Medicine,NY,5,Other
NPI9067420445,Fatima,Brown,Endocrinology,OH,21,Top 20
NPI4444394891,Linda,Miller,Internal Medicine,TN,28,Top 50
NPI7210227809,Anita,Kim,Dermatology,MD,8,Other
NPI3068987360,Anita,Garcia,Dermatology,CA,31,Other
NPI6866695423,Raj,Brown,Gastroenterology,WA,33,Top 50
NPI4592400669,Michelle,Johnson,Gastroenterology,CA,22,Other
NPI1061034394,Carlos,Smith,Emergency Medicine,NJ,38,Other
NPI9599750814,Susan,Hernandez,Internal Medicine,MO,34,Other
NPI8815973908,Michelle,Moore,Pulmonology,TN,19,Other
NPI3617528952,David,Thompson,Psychiatry,PA,35,Other
NPI9979815827,Karen,Lee,Family Medicine,IL,37,Top 50
NPI3854149070,James,Martin,Rheumatology,TN,5,Other
NPI5129597677,Kevin,Clark,Family Medicine,IN,39,Other
NPI8661331234,Karen,Davis,Family Medicine,IL,1,Other
NPI3741367161,Kevin,Kim,Internal Medicine,CA,19,Other
NPI5054862559,David,Williams,Internal Medicine,NC,37,Top 50
NPI6990284503,Barbara,Singh,Endocrinology,WA,29,Top 20
NPI2174207992,Sarah,Anderson,Gastroenterology,NC,11,Other
NPI4801153317,Elena,Anderson,Neurology,MD,26,Other
NPI3784689435,Thomas,Jones,Endocrinology,IN,9,Top 50
NPI7090968752,Fatima,Jackson,Oncology,TN,10,Other
NPI2223724510,Michael,Taylor,Oncology,CA,36,Other
NPI3094583311,Fatima,Clark,Internal Medicine,MO,2,Other
NPI7402385833,Priya,Garcia,Dermatology,TN,38,Top 50
NPI2406019327,Raj,Thomas,Internal Medicine,GA,18,Other
NPI4798173359,Mary,O'Brien,Orthopedic Surgery,VA,3,Other
NPI7415926498,Susan,Wang,General Surgery,IN,31,Other
NPI7889215459,John,Nguyen,Psychiatry,MD,2,Other
NPI1853930607,Richard,Jackson,Dermatology,VA,13,Other
NPI8667960483,Ahmed,Murphy,Family Medicine,CA,10,Top 50
NPI7515750709,Lisa,Miller,Gastroenterology,WA,31,Other
NPI4053651297,Ahmed,Wang,Orthopedic Surgery,AZ,16,Top 50
NPI7874225670,Ahmed,Lee,General Surgery,TX,26,Other
NPI7554689787,Michelle,Anderson,Neurology,IN,3,Other
NPI6408021037,Raj,Miller,Dermatology,PA,28,Other
NPI6026330560,Karen,Jackson,Emergency Medicine,MO,28,Other
NPI7612331399,Raj,Smith,Family Medicine,VA,12,Top 20
NPI9993339114,Mary,Kim,General Surgery,OH,35,Other
NPI6206970243,Priya,Davis,Orthopedic Surgery,TX,19,Other
NPI8278460845,Sarah,Taylor,Oncology,CA,27,Top 20
NPI7698463455,Kevin,Garcia,Pulmonology,MA,8,Top 20
NPI8702275617,Sarah,Hernandez,Family Medicine,GA,37,Other
NPI9590723751,Jennifer,Taylor,Psychiatry,IN,10,Top 50
NPI2737748866,Priya,Garcia,Internal Medicine,PA,25,Top 50
NPI2489136727,Kevin,Murphy,Internal Medicine,MD,4,Top 50
NPI6277166455,James,Nguyen,Dermatology,MD,2,Other
NPI5043655565,Mary,Taylor,Family Medicine,FL,5,Other
NPI6136504235,Lisa,Johnson,Family Medicine,WA,37,Other
NPI8182384609,Thomas,Singh,Family Medicine,MD,9,Other
NPI9385430319,Thomas,Patel,Endocrinology,OH,35,Top 20
NPI4756742426,John,Martin,General Surgery,TX,23,Other
NPI7461393809,Karen,Thompson,Gastroenterology,MO,4,Top 20
NPI2771192690,Karen,Smith,Cardiology,MI,18,Other
NPI5810967543,Elena,Moore,Psychiatry,CA,19,Top 20
NPI1196243000,Susan,Garcia,Oncology,IN,11,Top 50
NPI5533755103,David,White,Psychiatry,AZ,24,Other
NPI5908028131,John,O'Brien,Oncology,TX,34,Top 50
NPI7619008021,Karen,Jackson,Family Medicine,IL,35,Other
NPI6845363111,Lisa,Thompson,Oncology,CA,21,Other
NPI4225570608,William,Patel,Psychiatry,WI,35,Other
NPI1051578106,Priya,O'Brien,Endocrinology,CA,37,Top 20
NPI2039372862,Kevin,Johnson,Oncology,TN,4,Other
NPI9757545880,Jennifer,Martinez,General Surgery,NJ,25,Other
NPI9300998423,Karen,Wilson,General Surgery,VA,31,Top 50
NPI3925838467,Wei,Kim,Family Medicine,IN,1,Other
NPI3329676459,James,Hernandez,General Surgery,MO,24,Other
NPI4927746642,Jennifer,Chen,Dermatology,FL,36,Other
NPI7209460265,Susan,Moore,Internal Medicine,CA,11,Other
NPI4211449053,Robert,Clark,Psychiatry,FL,34,Other
NPI1605644629,David,Chen,Family Medicine,AZ,37,Top 50
NPI4625155831,Robert,Smith,Orthopedic Surgery,VA,25,Other
NPI3345300950,Raj,Clark,Internal Medicine,TX,25,Top 50
NPI3924370100,Karen,Rodriguez,Neurology,PA,21,Other
NPI2466615211,Barbara,Johnson,Family Medicine,NJ,16,Other
NPI6929560624,Fatima,Taylor,Endocrinology,MA,18,Other
NPI5739678398,James,Clark,Emergency Medicine,OH,21,Other
NPI3437768055,Karen,Singh,Family Medicine,MD,19,Top 20
NPI5984762331,Wei,Moore,Gastroenterology,WI,33,Other
NPI5434370624,Carlos,Martin,Emergency Medicine,TN,30,Top 50
NPI8163773708,Michael,Smith,Gastroenterology,MI,14,Other
NPI9603858423,Karen,Martin,Internal Medicine,MO,21,Other
NPI2176034580,Fatima,White,Dermatology,MA,9,Top 50
NPI8955221309,Fatima,Anderson,Cardiology,NJ,7,Other
NPI7343172443,Jennifer,Martinez,Family Medicine,NC,15,Other
NPI7232981906,Michelle,Wang,Gastroenterology,IN,3,Other
NPI4368708073,William,Hernandez,Orthopedic Surgery,VA,34,Other
NPI4095173758,Susan,Davis,Rheumatology,NY,5,Other
NPI1050755363,Jennifer,Taylor,Family Medicine,WI,13,Other
NPI9839843870,Robert,Moore,General Surgery,TX,10,Top 20
NPI6458552490,Linda,Davis,Orthopedic Surgery,AZ,9,Top 50
NPI4620957614,Robert,Martin,Oncology,AZ,15,Top 20
NPI5893919396,Priya,Singh,Gastroenterology,VA,29,Top 50
NPI1364743306,Karen,Nguyen,Internal Medicine,TX,35,Top 50
NPI2562858597,Susan,Miller,Internal Medicine,MI,8,Other
NPI6610239324,Thomas,Moore,Neurology,MO,10,Other
NPI5628355566,Charles,Martin,Emergency Medicine,PA,19,Top 50
NPI8083673405,Jennifer,Patel,Family Medicine,AZ,13,Other
NPI6928684213,William,Nguyen,Family Medicine,MO,32,Other
NPI6412921083,Raj,Moore,Internal Medicine,WI,9,Top 50
NPI8337391337,James,Martinez,Dermatology,NJ,16,Other
NPI1614367949,Kevin,White,Internal Medicine,OH,22,Top 20
NPI7217981167,Kevin,Brown,Endocrinology,AZ,15,Other
NPI7440316418,Linda,Patel,Emergency Medicine,MI,25,Other
NPI3476471946,Barbara,Murphy,Cardiology,WA,32,Top 20
NPI2760846728,Michael,Kim,Rheumatology,MA,21,Top 50
NPI2924672278,Thomas,Hernandez,Endocrinology,MA,18,Other
NPI2783267770,Michael,Wang,General Surgery,PA,38,Top 50
NPI5714039717,Fatima,Jackson,Family Medicine,TN,39,Other
NPI2220636802,Susan,Martin,Family Medicine,NJ,39,Other
NPI6933572752,Michelle,Singh,Internal Medicine,MD,1,Top 50
NPI1945704330,Elena,Garcia,Orthopedic Surgery,AZ,33,Other
NPI1242006762,Richard,Chen,General Surgery,MO,36,Other
NPI3873612181,Karen,Patel,Internal Medicine,WI,32,Top 20
NPI2726737513,James,Jackson,Family Medicine,WI,30,Other
NPI9897958497,John,Williams,Gastroenterology,MA,15,Other
NPI3726966705,Sarah,Nguyen,Cardiology,VA,29,Other
NPI2998576774,Joseph,Miller,Family Medicine,FL,23,Top 50
NPI2770928411,Susan,Murphy,Rheumatology,GA,33,Top 50
NPI4364676142,John,Chen,Family Medicine,MI,14,Other
NPI6452640057,Elena,Anderson,Family Medicine,TN,29,Other
NPI8037507474,Richard,Hernandez,Oncology,VA,31,Top 50
NPI4281186229,Joseph,Smith,Internal Medicine,NC,33,Other
NPI6633738819,Richard,Moore,Rheumatology,FL,7,Other
NPI5338539084,Joseph,Johnson,Orthopedic Surgery,MA,34,Top 50
NPI8618458115,Lisa,Clark,Psychiatry,NC,9,Other
NPI6121375993,Ahmed,White,Internal Medicine,CA,37,Other
NPI3609025046,Thomas,Davis,Dermatology,IL,2,Other
NPI7332285313,Robert,Wang,Internal Medicine,MO,9,Other
NPI8380580391,Raj,Smith,General Surgery,FL,24,Other
NPI5188965910,William,Martin,Family Medicine,NC,22,Other
NPI9884775148,James,Brown,General Surgery,NJ,27,Other
NPI8911871911,Mary,Johnson,Internal Medicine,TX,16,Top 50
NPI2772592026,Fatima,Davis,Internal Medicine,NY,1,Other
NPI8080802848,Susan,Wilson,Endocrinology,MD,25,Other
NPI6408561198,James,Kim,Cardiology,VA,20,Other
NPI5813301679,Carlos,Murphy,Internal Medicine,PA,20,Top 50
NPI5625447278,Barbara,Chen,Orthopedic Surgery,NY,15,Top 50
NPI8680700284,Michelle,Nguyen,Dermatology,NC,35,Top 50
NPI6497855099,Raj,Martin,Cardiology,MA,31,Other
NPI5839353864,Mary,Taylor,Gastroenterology,MA,8,Other
NPI1439739160,Wei,Davis,General Surgery,NY,2,Other
NPI5034725827,Charles,Rodriguez,Gastroenterology,MA,8,Top 50
NPI9172374057,Jennifer,Jackson,Orthopedic Surgery,MO,2,Other
NPI7405630563,David,Martin,Neurology,PA,28,Top 20
NPI1458585802,Joseph,Smith,Endocrinology,CA,25,Other
NPI8955930538,Robert,Hernandez,Neurology,WI,19,Top 50
NPI8440004991,Priya,Patel,Pulmonology,NJ,24,Other
NPI5920157903,William,Moore,Internal Medicine,TN,32,Other
NPI1201649186,Kevin,Thompson,Family Medicine,OH,33,Top 50
NPI6061866561,Carlos,Wang,Cardiology,IL,17,Top 50
NPI1491301449,Lisa,Smith,Pulmonology,PA,24,Other
NPI3883410636,Patricia,O'Brien,Oncology,PA,23,Top 20
NPI6660186569,James,Wang,Neurology,MI,38,Other
NPI9216217754,Robert,Thomas,Dermatology,FL,30,Top 50
NPI4220160734,Joseph,Nguyen,Emergency Medicine,IN,13,Top 50
NPI8740214045,Fatima,Johnson,Internal Medicine,NJ,35,Top 50
NPI9265249092,Robert,Martinez,General Surgery,MD,16,Other
NPI1189394924,Priya,Brown,Gastroenterology,NJ,30,Other
NPI3154850539,Mary,White,Cardiology,OH,39,Top 50
NPI7388760692,Linda,Singh,General Surgery,NJ,32,Other
NPI7811587386,Karen,Thompson,Family Medicine,NY,5,Top 20
NPI4531751651,Carlos,Kim,Neurology,IN,9,Other
NPI6910791514,Fatima,Jones,Endocrinology,MA,32,Top 50
NPI6509427555,Sarah,Rodriguez,Family Medicine,FL,5,Other
NPI7657974653,Mary,Garcia,Internal Medicine,VA,1,Top 20
NPI7467925848,William,Jackson,Internal Medicine,NJ,11,Other
NPI1772837181,Fatima,Patel,Internal Medicine,PA,19,Other
NPI2424251628,John,Singh,Neurology,FL,6,Other
NPI2194544325,Priya,Rodriguez,Family Medicine,TN,6,Other
NPI9392320627,Priya,Lee,Internal Medicine,IL,14,Top 20
NPI9221883834,Ahmed,Lee,Orthopedic Surgery,NJ,24,Other
NPI8176710425,Michael,Thomas,Orthopedic Surgery,PA,22,Other
NPI2050467045,Linda,Lee,Rheumatology,AZ,32,Other
NPI6168443228,Jennifer,Patel,Pulmonology,CA,39,Other
NPI2685075634,Susan,White,Family Medicine,GA,2,Other
NPI4315455437,Sarah,Lee,Dermatology,NJ,27,Other
NPI3403821489,Patricia,Hernandez,Cardiology,NC,7,Other
NPI8460378832,Karen,Garcia,Orthopedic Surgery,WA,15,Other
NPI2300062595,Linda,Johnson,Emergency Medicine,NY,14,Other
NPI6815612516,Thomas,Thomas,Dermatology,NC,28,Other
NPI9855051973,Barbara,Taylor,Psychiatry,TN,10,Other
NPI7183491248,Kevin,Thompson,Psychiatry,OH,35,Other
NPI1713101400,Barbara,O'Brien,Family Medicine,NY,15,Top 20
NPI9170645516,Raj,Kim,Neurology,IN,32,Other
NPI6787717098,Jennifer,Wang,General Surgery,TN,38,Other
NPI5106798815,John,Lee,Emergency Medicine,AZ,20,Top 20
NPI6937232306,Jennifer,O'Brien,Endocrinology,TN,4,Other
NPI8911398973,Richard,Rodriguez,Cardiology,TN,28,Top 50
NPI5294145050,Anita,Jones,Psychiatry,MA,17,Top 20
NPI5781893344,Jennifer,White,Internal Medicine,NJ,14,Other
NPI5072026592,Fatima,Jackson,Internal Medicine,CA,18,Other
NPI1653322836,Wei,Clark,Family Medicine,VA,12,Other
NPI8083631141,David,Lee,Orthopedic Surgery,IL,11,Top 20
NPI2137705692,David,Smith,Internal Medicine,TN,39,Other
NPI4551130092,Kevin,Miller,Internal Medicine,MI,11,Top 20
NPI4481405610,Priya,Brown,Cardiology,MD,18,Other
NPI3520367128,Linda,Miller,Gastroenterology,VA,28,Top 50
NPI4622564132,Anita,Williams,Orthopedic Surgery,VA,9,Other
NPI6562081992,Richard,Chen,Cardiology,MD,25,Top 20
NPI3802485809,John,Moore,Cardiology,MI,35,Top 20
NPI2552607439,Carlos,Patel,Rheumatology,GA,32,Other
NPI8824307593,Raj,Clark,Family Medicine,GA,2,Other
NPI9737493847,Jessica,White,Psychiatry,MO,16,Other
NPI5127254414,Priya,Moore,Oncology,TN,1,Other
NPI3943177410,Linda,Wilson,Pulmonology,NY,24,Top 50
NPI1427338699,Elena,Nguyen,Family Medicine,MI,13,Top 20
NPI1331663865,Susan,Jackson,Neurology,GA,35,Other
NPI4535937960,William,Nguyen,Cardiology,WA,7,Top 50
NPI9372178163,Sarah,Smith,Emergency Medicine,TX,34,Other
NPI7576376889,William,Jones,Emergency Medicine,MA,14,Other
NPI4143424769,Charles,Brown,Orthopedic Surgery,MA,36,Other
NPI9712417825,Ahmed,Patel,Oncology,PA,8,Other
NPI4858821128,Richard,Jackson,Internal Medicine,NY,11,Top 20
NPI3491134695,Fatima,Martinez,General Surgery,WA,14,Other
NPI4837179202,Richard,Martinez,Orthopedic Surgery,IL,39,Other
NPI2903889042,Michelle,Thompson,Internal Medicine,MD,29,Other
NPI8970748930,Linda,Rodriguez,Oncology,TN,32,Other
NPI4250559793,Priya,Clark,Oncology,WI,22,Other
NPI6921720679,Thomas,Moore,Dermatology,NJ,31,Top 50
NPI4501424789,Kevin,Patel,Orthopedic Surgery,MD,25,Other
NPI9115582760,Michael,Williams,Neurology,CA,27,Top 50
NPI6781426764,Jennifer,Rodriguez,Neurology,IL,33,Other
NPI5394267012,Raj,Smith,Family Medicine,CA,39,Top 50
NPI2189286722,Anita,Anderson,Family Medicine,AZ,23,Other
NPI9117249964,Ahmed,Kim,Cardiology,NJ,18,Top 20
NPI5921351813,Joseph,Clark,General Surgery,IL,26,Top 20
NPI3565476756,Richard,Garcia,Oncology,OH,29,Other
NPI8901342025,Lisa,White,Oncology,WA,39,Top 50
NPI1489963846,Ahmed,Garcia,Internal Medicine,NY,28,Other
NPI3826692255,William,Johnson,Internal Medicine,NJ,38,Top 20
NPI5831455610,James,Thomas,Psychiatry,WA,29,Top 50
NPI4058329024,John,Lee,Internal Medicine,PA,38,Top 50
NPI5290608297,David,Davis,Cardiology,PA,30,Other
NPI3378846270,Wei,Clark,General Surgery,GA,35,Top 50
NPI2170747818,Jessica,Thompson,Family Medicine,VA,8,Top 50
NPI1331687247,Charles,Hernandez,Family Medicine,IL,39,Other
NPI2418819084,Joseph,Moore,Oncology,GA,14,Other
NPI9576518625,Linda,Hernandez,General Surgery,NJ,32,Other
NPI6178628199,Ahmed,Brown,Family Medicine,NY,16,Top 50
NPI5400641127,Priya,Thompson,General Surgery,VA,18,Other
NPI4458914553,Kevin,Chen,Pulmonology,FL,30,Other
NPI7375781313,Carlos,Thomas,Neurology,FL,22,Other
NPI2271335283,Susan,Thomas,Oncology,PA,28,Top 50
NPI3485168808,Priya,O'Brien,General Surgery,IL,4,Top 50
NPI6903119076,David,Thompson,Oncology,CA,33,Other
NPI5311579280,Raj,Wilson,Family Medicine,WI,16,Top 50
NPI7930832849,Charles,Smith,Endocrinology,OH,31,Other
NPI9073988594,Elena,Wang,Family Medicine,IN,12,Top 50
NPI8410353321,William,Thompson,Internal Medicine,MD,24,Top 50
NPI2657869428,James,Thompson,Family Medicine,IN,23,Top 50
NPI1823232119,Robert,Wilson,Internal Medicine,IN,6,Top 50
NPI2524965404,Sarah,Garcia,Family Medicine,FL,19,Other
NPI8051776223,Kevin,Moore,Rheumatology,GA,25,Top 20
NPI9224479804,Charles,Nguyen,Pulmonology,MA,33,Other
NPI9329039808,Carlos,Wilson,Cardiology,VA,35,Top 50
NPI3683942104,Joseph,Jackson,Psychiatry,CA,15,Other
NPI8563072401,Kevin,Clark,Oncology,VA,26,Other
NPI5826119814,Kevin,Miller,Cardiology,IN,7,Other
NPI8405126634,Michael,Miller,Family Medicine,IN,35,Other
NPI5935283580,Elena,Davis,Internal Medicine,GA,34,Other
NPI2313038977,James,O'Brien,Internal Medicine,PA,39,Other
NPI1712975959,Karen,Jackson,Family Medicine,OH,19,Other
NPI9614972341,Jessica,O'Brien,Family Medicine,IL,15,Other
NPI4832223007,Barbara,Rodriguez,Rheumatology,OH,30,Top 20
NPI4154685803,Kevin,Thomas,Cardiology,OH,29,Other
NPI4206727762,Lisa,Johnson,Internal Medicine,MI,9,Top 20
NPI4410409702,Robert,Martinez,Internal Medicine,CA,22,Other
NPI9504971450,Robert,Martin,Rheumatology,IL,26,Top 20
NPI1564341286,Patricia,Taylor,Family Medicine,OH,18,Top 20
NPI2071551586,Barbara,Smith,Rheumatology,NY,15,Other
NPI8106863638,John,Clark,Internal Medicine,MO,10,Other
NPI5944685421,Linda,Martinez,Cardiology,AZ,17,Other
NPI2156830821,Ahmed,Thompson,Pulmonology,MD,10,Other
NPI1310141230,Raj,Rodriguez,Internal Medicine,VA,12,Other
NPI3018109134,Fatima,Martin,Internal Medicine,FL,8,Other
NPI3347296639,Joseph,Patel,Internal Medicine,MD,15,Other
NPI1127917266,Wei,Johnson,Emergency Medicine,MI,25,Top 50
NPI2944814844,Kevin,Patel,Psychiatry,AZ,15,Top 50
NPI7644870431,Mary,Singh,Psychiatry,GA,6,Other
NPI8698903205,Anita,O'Brien,Emergency Medicine,MI,32,Other
NPI9084122467,Priya,Williams,Internal Medicine,MI,17,Other
NPI4509226293,Susan,Miller,Emergency Medicine,IL,23,Top 20
NPI3874723532,Jessica,Johnson,Internal Medicine,VA,21,Top 20
NPI9998747632,Jessica,O'Brien,Psychiatry,MA,20,Top 20
NPI7924064057,Robert,Wilson,Family Medicine,CA,18,Other
NPI5836168727,Michael,Jackson,Family Medicine,FL,30,Other
NPI3292942893,William,Moore,Pulmonology,IN,34,Other
NPI3891749075,James,Patel,Internal Medicine,VA,36,Top 20
NPI5638279138,Sarah,Murphy,Emergency Medicine,WI,18,Top 50
NPI5878746277,Joseph,Martinez,Family Medicine,WA,14,Top 50
NPI1123107798,Barbara,Chen,Neurology,AZ,4,Other
NPI9634600766,Jennifer,Wilson,Emergency Medicine,MO,18,Other
NPI6180456225,Michelle,Garcia,Cardiology,AZ,39,Top 20
NPI6302424199,Wei,Brown,Pulmonology,OH,11,Other
NPI2903240203,Joseph,Taylor,Psychiatry,NJ,33,Other
NPI7884884608,Priya,Martin,Orthopedic Surgery,PA,30,Top 50
NPI7635380680,Susan,Chen,Internal Medicine,OH,26,Other
NPI1856421760,Michael,Singh,Rheumatology,AZ,23,Other
NPI6354949349,Wei,Jackson,Neurology,FL,30,Other
NPI6923743707,Fatima,Thomas,Oncology,AZ,4,Top 20
NPI8520113570,Lisa,Garcia,Internal Medicine,VA,5,Top 50
NPI2854820610,Thomas,O'Brien,Internal Medicine,OH,8,Other
NPI8898713170,James,Taylor,Dermatology,CA,30,Top 50
NPI5153329644,Lisa,Nguyen,Cardiology,MA,17,Other
NPI1868712573,Charles,Thompson,Orthopedic Surgery,IN,9,Other
NPI1950590993,Richard,O'Brien,Emergency Medicine,MA,2,Other
NPI2780240082,Linda,Clark,Cardiology,NC,20,Other
NPI3544756353,Michelle,Kim,Internal Medicine,AZ,16,Top 50
NPI5467652239,Susan,White,Neurology,NC,7,Top 50
NPI7738760778,William,Jones,Cardiology,GA,1,Top 20
NPI2680533117,Priya,Smith,Psychiatry,OH,30,Other
NPI9933866149,Joseph,Martin,Orthopedic Surgery,PA,31,Other
NPI2453697385,Thomas,Kim,Psychiatry,WI,10,Other
NPI6394401708,Lisa,Nguyen,Family Medicine,AZ,20,Other
NPI9360463921,Susan,Davis,Orthopedic Surgery,NY,10,Other
NPI8492566805,Robert,Jackson,Psychiatry,MO,16,Top 50
NPI6831002814,Jennifer,Singh,Internal Medicine,NY,5,Top 50
NPI7439436970,Kevin,Williams,Rheumatology,VA,37,Other
NPI2207850640,Sarah,Taylor,Gastroenterology,NY,29,Top 20
NPI1086967483,Richard,Rodriguez,Neurology,GA,36,Other
NPI4907339058,Barbara,Garcia,Oncology,AZ,12,Top 20
NPI1805670336,Priya,Martinez,Family Medicine,WI,35,Other
NPI4219773056,Anita,Moore,Internal Medicine,WI,21,Top 20
NPI3013685141,Fatima,Patel,Internal Medicine,MO,8,Other
NPI9247120500,Thomas,Davis,Cardiology,PA,13,Top 50
NPI8920503990,Joseph,Chen,Emergency Medicine,TX,32,Other
NPI8370485635,Elena,Davis,Internal Medicine,MD,31,Other
NPI7425498685,Elena,Taylor,General Surgery,MD,29,Other
NPI2386647361,Susan,Lee,Internal Medicine,IL,9,Top 50
NPI1435306835,Kevin,Smith,Family Medicine,CA,26,Other
NPI6884990720,Carlos,Chen,Family Medicine,WA,37,Other
NPI6780323233,Elena,Patel,Family Medicine,TX,2,Top 20
NPI4324818562,Mary,Singh,General Surgery,CA,13,Other
NPI5254179997,Patricia,Wilson,Emergency Medicine,MD,4,Other
NPI5402344493,William,Taylor,Gastroenterology,MI,5,Other
NPI3159353194,Ahmed,Murphy,Internal Medicine,FL,39,Other
NPI3827499506,John,Williams,General Surgery,AZ,10,Other
NPI4765505991,John,Moore,Internal Medicine,GA,7,Other
NPI6428611268,James,Moore,Pulmonology,NJ,3,Top 50
NPI9602372853,Jennifer,Hernandez,Endocrinology,MO,39,Other
NPI5846361485,Anita,Hernandez,Family Medicine,PA,19,Top 50
NPI7580475185,Priya,Nguyen,Internal Medicine,WA,31,Top 50
NPI8263009920,Priya,Garcia,Cardiology,IN,10,Top 50
NPI2021573091,William,Murphy,Family Medicine,NC,25,Other
NPI6878122007,Charles,Murphy,Pulmonology,WI,35,Top 50
NPI5338996481,Fatima,Garcia,General Surgery,NC,27,Top 50
NPI6151878479,Sarah,Clark,Emergency Medicine,MI,21,Top 50
NPI1345752421,Elena,Davis,Internal Medicine,MO,9,Top 20
NPI9155941628,Karen,Johnson,Psychiatry,WA,10,Other
NPI9575057345,Barbara,Taylor,Family Medicine,MO,24,Other
NPI1031337313,Lisa,Chen,Rheumatology,TN,18,Other
NPI2915124328,Kevin,Singh,Family Medicine,MA,2,Other
NPI2621747563,Carlos,White,Family Medicine,PA,8,Top 50
NPI8031740654,Joseph,Wang,Psychiatry,GA,17,Other
NPI6382720531,Karen,Davis,Internal Medicine,MO,7,Other
NPI2596002969,Michelle,Murphy,Oncology,WA,22,Other
NPI8325738597,Ahmed,White,Neurology,IL,12,Other
NPI4181273845,Sarah,Jones,Internal Medicine,OH,12,Other
NPI5147711886,William,Brown,Pulmonology,TN,5,Other
NPI4485759447,Anita,Wilson,Endocrinology,NY,20,Top 20
NPI5692421857,Michelle,Williams,Dermatology,FL,8,Other
NPI5321282218,John,Wilson,Neurology,TN,25,Top 50
